CustomerID,Recency,Frequency,Monetary,Spending_Mean,Spending_Std,Spending_CV,Interval_Mean,Interval_Std,Interval_CV,Behavioural_Entropy,Average_Basket_Value,KMeans_Cluster,Hierarchical_Cluster,GMM_Cluster
12346,326,1,77183.6,77183.6,0.0,0.0,0.0,0.0,0.0,0.0,77183.6,1,3,1
12347,2,7,4310.0,23.68131868131868,23.289902310501176,0.983471512879632,2.0,11.260550608207398,5.630275304103699,2.064642435693519,23.68131868131868,3,1,3
12348,75,4,1797.24,57.97548387096774,48.51485730087981,0.8368167725664208,9.4,34.08872803890378,3.626460429670615,2.112679104803729,57.97548387096774,2,1,2
12349,19,1,1757.55,24.076027397260276,34.6559127045895,1.4394365039031796,0.0,0.0,0.0,2.0495411062968665,24.076027397260276,3,2,0
12350,310,1,334.40000000000003,19.67058823529412,7.275538185065965,0.3698688670637601,0.0,0.0,0.0,0.8717814824679821,19.67058823529412,1,3,1
12352,36,8,2506.04,29.482823529411764,51.68790029756352,1.7531529924873104,3.071428571428572,20.15230305489979,6.561214948106908,1.935204018730171,29.482823529411764,3,2,3
12353,204,1,89.0,22.25,12.215427404174878,0.5490079732213429,0.0,0.0,0.0,1.3862943611198906,22.25,1,3,1
12354,232,1,1079.4,18.610344827586207,8.679742086377074,0.4663934046784049,0.0,0.0,0.0,2.314774245523717,18.610344827586207,1,0,1
12355,214,1,459.4,35.338461538461544,29.70352219466962,0.8405437277551262,0.0,0.0,0.0,1.631345420808597,35.338461538461544,1,0,1
12356,23,3,2811.43,47.65135593220339,48.5722968956169,1.0193266475926477,5.206896551724138,30.81111591429054,5.917366632545865,2.4171278693145317,47.65135593220339,3,1,2
12357,33,1,6207.67,47.38679389312977,39.56476161876249,0.8349322325539028,0.0,0.0,0.0,1.9983897075642103,47.38679389312977,2,0,0
12358,2,2,1168.06,61.47684210526315,52.27752321904825,0.850361232438331,8.277777777777779,35.11963679893186,4.242640687119285,1.5306052420589422,61.47684210526315,2,1,2
12359,58,4,6310.03,25.75522448979592,31.521902111972487,1.2239032171690565,1.1188524590163935,11.298339817351383,10.098149873383656,2.152742420997104,25.75522448979592,3,1,2
12360,52,3,2662.06,20.63612403100775,21.39461772670865,1.036755627876688,1.15625,9.37951990779845,8.112017217555415,1.7971749632769518,20.63612403100775,3,1,2
12361,287,1,189.9,18.99,3.280396317520186,0.1727433553196516,0.0,0.0,0.0,1.2798542258336676,18.99,1,3,1
12362,3,10,5226.2300000000005,19.64748120300752,9.664671282056696,0.4919038314477321,1.0830188679245285,7.33664876454772,6.774257570052773,2.103841017573741,19.64748120300752,2,1,3
12363,110,2,552.0,24.0,15.75123891231186,0.6563016213463274,6.0,28.142494558940577,4.69041575982343,1.2283084125018164,24.0,0,0,2
12364,8,4,1313.1,15.448235294117646,8.910810071730502,0.5768173452875582,1.2261904761904765,6.421633599308174,5.2370604110862775,1.840977347850248,15.448235294117646,2,1,3
12365,291,2,641.38,29.15363636363636,65.1966351414414,2.236312284623329,0.0,0.0,0.0,1.5100112442431772,29.15363636363636,1,2,2
12367,4,1,168.9,15.354545454545455,5.648958069655612,0.3679013544476716,0.0,0.0,0.0,1.6417347121875214,15.354545454545455,0,0,0
12370,51,4,3541.94,21.33698795180723,21.13609480485583,0.9905847466659704,1.8666666666666667,18.486492541963308,9.903478147480344,2.510311202543627,21.33698795180723,3,1,2
12371,45,2,1887.96,29.96761904761905,44.27785788719167,1.4775233833836918,0.2258064516129032,1.778001778002667,7.874007874011811,1.889003542207957,29.96761904761905,3,2,2
12372,72,3,1298.04,24.962307692307693,16.38258168926466,0.6562927551090586,4.392156862745098,22.709538464154264,5.170475275320836,1.824590857835111,24.962307692307693,2,1,2
12373,311,1,364.6,26.042857142857144,10.260282968486132,0.3939768556193249,0.0,0.0,0.0,1.6307991045856436,26.042857142857144,1,0,1
12374,25,1,742.9300000000001,22.513030303030305,19.77401063973373,0.8783362512096876,0.0,0.0,0.0,2.109391925596386,22.513030303030305,2,0,0
12375,11,2,457.5,26.91176470588235,14.672205115154863,0.5451966928035687,5.4375,21.75,4.0,1.4253366217394134,26.91176470588235,0,0,3
12377,315,2,1628.12,21.144415584415587,15.531661592534688,0.7345514720199806,0.5131578947368421,4.473606810475954,8.717797887081346,1.5477814930531726,21.144415584415587,1,0,2
12378,130,1,4008.62,18.30420091324201,8.958342412809236,0.4894145587272484,0.0,0.0,0.0,2.213237686769289,18.30420091324201,2,0,1
12379,82,2,852.24,21.306,12.20102996913344,0.572656996579998,2.2564102564102564,14.091277534847666,6.244997998398397,1.7119948591762129,21.306,2,0,2
12380,22,4,2724.81,26.200096153846157,27.08885288224848,1.03392188804131,1.5728155339805825,11.198390939867624,7.119964609915836,2.1410780415078428,26.200096153846157,3,1,3
12381,5,5,1845.31,21.21045977011494,25.892950235134972,1.22076327037557,1.313953488372093,7.561919500959243,5.755089177721194,2.0411398239301985,21.21045977011494,3,1,3
12383,185,5,1850.56,18.69252525252525,12.680055152091024,0.678348964668539,1.683673469387755,8.825451641461967,5.24178339917135,2.106206278007072,18.69252525252525,2,1,2
12384,29,2,585.27,21.676666666666662,17.295302608156128,0.7978764850756326,3.5384615384615383,18.042684432712928,5.0990195135927845,1.869779602873853,21.676666666666662,2,1,3
12386,338,2,401.9,40.19,22.82106483054636,0.5678294309665679,3.2222222222222223,9.666666666666666,3.0,1.834371970281624,40.19,1,0,2
12388,16,6,2780.6600000000003,27.806600000000003,16.84279813241532,0.6057122457407709,3.121212121212121,15.983583879024469,5.120954058328228,1.96169719008148,27.806600000000003,2,1,3
12390,80,1,549.84,17.1825,7.172142344268664,0.4174097101276685,0.0,0.0,0.0,2.0711987132229703,17.1825,2,0,0
12391,22,1,439.66,4.72752688172043,5.703881336025948,1.2065254156630425,0.0,0.0,0.0,1.2834239265517216,4.72752688172043,0,2,0
12393,72,4,1582.6,24.728125,18.045403220237358,0.7297521838084106,4.111111111111111,24.01686981774048,5.841941307017954,2.090619764771209,24.728125,2,1,2
12394,64,2,1272.48,47.12888888888889,64.92458923381407,1.3775964331957908,5.884615384615385,30.00576867614216,5.0990195135927845,2.02117810821968,47.12888888888889,3,2,2
12395,19,12,3018.63,19.350192307692307,12.640153861413182,0.6532314335908861,2.232258064516129,9.561706196464929,4.283423296104231,2.284987990268352,19.350192307692307,3,1,3
12397,36,2,2409.9,19.12619047619048,15.703009487720134,0.8210212853034303,0.792,8.854829190899167,11.180339887498947,2.2889628301619886,19.12619047619048,3,1,2
12398,46,1,1635.66,19.24305882352941,22.43008874276701,1.1656197150600955,0.0,0.0,0.0,1.8956788562515252,19.24305882352941,3,2,0
12399,119,4,1108.65,18.790677966101697,10.49116802024393,0.5583176955706416,2.4482758620689653,11.044046445369435,4.510948548108644,2.009856417729697,18.790677966101697,2,0,2
12401,303,1,84.3,16.86,5.419340365764086,0.3214318129160193,0.0,0.0,0.0,1.3321790402101223,16.86,1,3,1
12402,323,1,225.6,20.50909090909091,7.234010581337928,0.3527221471397039,0.0,0.0,0.0,1.2406842919533958,20.50909090909091,1,0,1
12403,50,1,427.7,85.53999999999999,64.97959679776415,0.7596398970980144,0.0,0.0,0.0,1.3321790402101223,85.53999999999999,0,0,0
12405,149,1,1710.39,31.67388888888889,42.769103308331616,1.3502953002823377,0.0,0.0,0.0,2.1665973771195457,31.67388888888889,3,0,1
12406,22,2,3415.3,32.52666666666667,23.678103145939364,0.7279597195923149,1.5480769230769231,15.787348878623815,10.198039027185567,1.722471072586695,32.52666666666667,2,1,2
12407,50,5,1708.12,22.18337662337662,16.695276404955607,0.7526030274111783,2.789473684210526,13.572831480054738,4.865732040019624,2.484679368357035,22.18337662337662,3,1,3
12408,33,5,2888.55,27.51,24.172746971617563,0.8786894573470578,2.173076923076923,12.7320727251112,5.859006917750287,2.2456813083567995,27.51,3,1,3
12409,79,3,11072.67,101.58412844036695,61.50616794139595,0.605470252939188,0.9537037037037036,9.911179621088577,10.392304845413262,2.5542830018394174,101.58412844036695,2,1,2
12410,309,2,693.33,26.66653846153846,28.210280245656215,1.0578905952245852,0.0,0.0,0.0,1.647265561830961,26.66653846153846,1,0,2
12412,75,3,1226.88,20.112786885245903,12.510621638051878,0.6220232784959935,1.55,8.888051396516484,5.73422670742999,1.8452982459481864,20.112786885245903,2,1,2
12413,67,3,758.1,19.95,10.267213627643857,0.514647299631271,7.27027027027027,31.88751815074064,4.38601550772269,1.9171259997008776,19.95,2,0,2
12414,217,3,562.4100000000001,31.245000000000005,18.572886072412757,0.5944274627112418,5.411764705882353,19.884223719853296,3.674258730842457,2.000085221490662,31.245000000000005,1,0,2
12415,24,21,124914.53,174.95032212885152,181.1023956131187,1.035164687949166,0.4249649368863955,3.5020530944829837,8.24080480648966,3.2069046741324905,174.95032212885152,3,1,3
12417,3,9,3649.1,19.005729166666665,11.076127647062124,0.5827783585640097,1.8324607329842928,9.27777160842984,5.0630125063145694,2.218720070051645,19.005729166666665,3,1,3
12418,113,1,668.58,19.664117647058823,16.13403350302239,0.8204809283896636,0.0,0.0,0.0,2.185437997747357,19.664117647058823,2,0,1
12420,64,1,600.39,20.70310344827586,9.201862041164851,0.444467761278137,0.0,0.0,0.0,2.1665060357506847,20.70310344827586,2,0,0
12421,16,4,807.04,17.93422222222222,11.561200883065126,0.6446446765190458,6.840909090909091,27.25157830446829,3.9836194199222743,2.208504507091102,17.93422222222222,2,1,3
12422,96,3,803.5600000000001,20.604102564102565,17.520070403299535,0.85031951033984,6.0,27.583779017111944,4.59729650285199,1.672415949577804,20.604102564102565,2,1,2
12423,1,8,1859.31,14.87448,7.838852929581782,0.5270001324134882,2.814516129032258,13.968819479474428,4.963133568638479,2.0575872687571093,14.87448,2,1,3
12424,163,2,1760.96,58.69866666666667,62.474226064024606,1.064321041886663,0.0,0.0,0.0,2.2455821150154462,58.69866666666667,3,0,2
12425,78,1,777.2,21.58888888888889,14.685976941632408,0.6802562659531224,0.0,0.0,0.0,2.0197157274333923,21.58888888888889,2,0,0
12426,195,1,582.73,19.424333333333333,11.490219434096032,0.5915373895678633,0.0,0.0,0.0,1.496835936553077,19.424333333333333,1,0,1
12427,22,3,825.8000000000001,26.63870967741936,17.504324559364463,0.6571010672563554,11.633333333333333,56.96489138561322,4.8966955345799335,1.7795973571462171,26.63870967741936,2,1,3
12428,26,9,7956.46,27.062789115646257,43.42766763742172,1.6047003674249587,0.8703071672354948,7.797319453424349,8.959272940601311,2.336738692491842,27.062789115646257,3,1,3
12429,9,4,3750.4,38.66391752577319,35.84802256740429,0.9271699522819477,3.6979166666666665,22.254565370381005,6.018135987483315,2.007632500205572,38.66391752577319,3,1,2
12430,43,1,256.4,23.30909090909091,14.033241574593845,0.6020501455558981,0.0,0.0,0.0,1.294545165844896,23.30909090909091,0,0,0
12431,36,15,6419.95,27.43568376068376,50.3752979156293,1.8361232894737896,1.4248927038626609,7.908129716528297,5.549982602262329,2.296277879570516,27.43568376068376,3,1,3
12432,43,5,5059.32,46.84555555555556,75.6796474737069,1.615513928188046,1.1962616822429906,12.27702198874012,10.262823068712445,2.2550321912823303,46.84555555555556,3,1,3
12433,1,7,13375.87,31.847309523809525,27.0369316523465,0.8489549684607827,0.883054892601432,13.68015271132283,15.491848610930449,2.488061460299416,31.847309523809525,3,1,3
